Day;.TRXFLDGLPU;.BVSP;.IBX50;.IBRX;.SMLL;.MXX;.INMX;.MERV;.IBG;.ADRIAN;.IPSA;.SPX;.NDX;.DJI;.SSMI;.FCHI;.CACT;.GDAXI;.MDAXI;.FTAS;.FTSE;.ADI;.QSI;.BSESN;.NSEI;.BSE100;.CSI300;.SSEC;.HSI;.HSCE;.N225;.N500
12/04/2010;134.27;70614.36;9848.92;22198.26;1147.34;33852.39;1958.88;2486.01;140000.047;3028.64;3827.7;1196.48;1995.65;11005.97;6910.96;4050.5;2906.1;6250.69;8374.36;2965.36;5777.65;2865.26;7738.45;17853;5339.7;5486.68;3351.478;3129.263;22138.17;12953.45;11251.9;945.33
11/04/2010;;;;;;;;;;;;;;;;;;;;;;2847.68;7723.38;;;;;;;;;
09/04/2010;133.97;71417.27;9979.55;22480.78;1151.66;33840.85;1958.92;2487.76;140322.219;3041.06;3842.285;1194.37;1994.43;10997.35;6888.97;4050.54;2905.82;6249.7;8400.84;2961.63;5770.98;;;17933.14;5361.75;5512.19;3379.169;3145.347;22208.5;13046.72;11204.34;940.43
08/04/2010;132.57;71784.77;10021.52;22575.03;1157.29;33567.35;1944.13;2470.81;139339.375;3031.95;3828.971;1186.44;1980.73;10927.07;6791.01;3978.46;2857.52;6171.83;8255.33;2932.64;5712.7;2823.44;7635.45;17714.4;5304.45;5458.17;3346.744;3118.709;21867.04;12855.31;11168.2;937.24
07/04/2010;132.88;70792.94;9876.13;22265.01;1148.8;33632.35;1944.9;2453.74;138485.719;3048.68;3849.605;1182.45;1977.3;10897.52;6843.49;4026.97;2890.49;6222.41;8367.01;2955.83;5762.06;2844.43;7625.52;17970.02;5374.65;5527.07;3386.949;3148.222;21928.77;12987.82;11292.83;947.09
06/04/2010;133.24;71095.65;9908.61;22324.69;1148.4;33801.21;1955.97;2486.72;139839.859;3054.68;3853.755;1189.44;1981.95;10969.99;6886.21;4053.94;2908.87;6252.21;8380.2;2964.41;5780.35;2848.11;7609.09;17941.37;5366;5512.1;3405.145;3158.681;;;11282.32;946.24
05/04/2010;133;71289.68;9932.27;22369.52;1151.4;33648.89;1946.8;2449.53;138160.938;3038.26;3828.246;1187.44;1977.83;10973.55;;;;;;;;2836.92;7603.69;17935.68;5368.4;5508.53;;;;;11339.3;951.5
04/04/2010;;;;;;;;;;;;;;;;;;;;;;2860.73;7570.71;;;;;;;;;
02/04/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3407.346;3157.957;;;11286.09;944.32
01/04/2010;132.54;71136.34;9906.07;22308.83;1151.24;;;;;2998.45;3799.379;1178.1;1959.56;10927.07;6888.92;4034.23;2892.92;6235.56;8305.43;2943.86;5744.89;2859.57;7471.94;17692.62;5290.5;5436.98;3391.935;3147.416;21537;12696.05;11244.4;941.6
31/03/2010;131.2;70371.54;9805.65;22088.74;1149.62;33266.43;1918.68;2373.71;134195.344;2985.27;3763.119;1169.43;1958.34;10856.63;6873.37;3974.01;2850.31;6153.55;8143.46;2910.19;5679.64;2908.49;7462.49;17527.77;5249.1;5394.12;3345.607;3109.105;21239.35;12397.59;11089.94;932.47
30/03/2010;131.28;69959.58;9743.56;21956.92;1144.54;33399.46;1922.04;2404.77;134594.188;2984.41;3763.246;1173.27;1967.96;10907.42;6871.42;3987.41;2858.01;6142.45;8140.75;2907.78;5672.32;2925.42;7465.2;17590.17;5262.45;5402.5;3366.708;3128.468;21374.79;12414.2;11097.14;933.34
29/03/2010;131.23;69939.12;9726.23;21924.51;1154.15;33416.1;1919;2417.72;134956.953;2976.39;3745.509;1173.22;1961.22;10895.86;6850.58;4000.66;2868.42;6156.85;8190.89;2925.23;5710.66;2931.67;7439.59;17711.35;5302.85;5433.62;3358.54;3123.798;21237.43;12215.48;10986.47;919.16
28/03/2010;;;;;;;;;;;;;;;;;;;;;;2929.32;7465.08;;;;;;;;;
26/03/2010;130.35;68682.66;9572.22;21597.66;1151.92;33147.81;1902.24;2402.45;133554.938;2981.97;3748.921;1166.59;1952.63;10850.36;6838.95;3988.93;2860.07;6120.05;8162.59;2922.85;5703.02;;;17644.76;5282;5415.31;3275.002;3059.715;21053.11;12050.33;10996.37;919.02
25/03/2010;129.76;68441.66;9537.82;21524.3;1155;33164.33;1906.68;2409.94;133641.563;3026.68;3758.394;1165.73;1949.15;10841.21;6894.17;4000.48;2865.87;6132.95;8171.22;2932.35;5727.65;2903.92;7413.76;17558.85;5260.4;5384.73;3229.128;3019.176;20778.55;11902.49;10828.85;904.5
24/03/2010;129.8;68913.4;9600.01;21654.54;1154.67;33160.97;1908.29;;;3025.12;3774.482;1167.72;1951.84;10836.15;6879.95;3949.81;2831.5;6039;8064.52;2906.19;5677.88;2871.79;7372.14;;;;3276.669;3056.808;21008.62;12048.63;10815.03;902.62
23/03/2010;130.93;69386.72;9648.92;21784.61;1168.55;33361.27;1917.64;2439.33;135000.859;3021.67;3784.228;1174.17;1963.2;10888.83;6877.16;3952.55;2831.85;6017.27;8034.2;2902.41;5673.63;2859.87;7416.32;17451.02;5225.3;5356.86;3275.573;3053.125;20987.78;12020.85;10774.15;896.96
22/03/2010;130.46;69041.73;9620.61;21739.2;1162.55;33142.02;1904.17;2413.67;133558.688;3016.97;3778.828;1165.81;1949.59;10785.89;6866.43;3928;2814.82;5987.5;7975.87;2888.3;5644.54;2855.77;7395.28;17410.57;5205.2;5341.07;3302.628;3074.576;20933.25;12008.65;;
21/03/2010;;;;;;;;;;;;;;;;;;;;;;2857.4;7310.41;;;;;;;;;
19/03/2010;130.19;68828.98;9573.61;21656.48;1167.14;33022.84;1895.1;2381.1;132294.375;3007.88;3764.692;1159.9;1932.43;10741.98;6880.76;3925.44;2813.79;5982.43;7961.46;2891.95;5650.12;;;17578.23;5262.8;5395.61;3293.871;3067.75;21370.82;12262.36;10824.72;898.19
18/03/2010;130.73;69697.33;9696.39;21921.39;1172.77;32969.83;1893.2;2372.87;132777.578;3040.85;3802.227;1165.83;1943.94;10779.17;6897.74;3938.18;2820.83;6012.31;7987.22;2888.06;5642.62;2831.62;7314.52;17519.26;5245.9;5379.53;3267.555;3046.089;21330.67;12208.36;10744.03;891.5
17/03/2010;131.3;69723.23;9724.62;21970.66;1169.02;32798.3;1881.93;2382.38;133542.891;3027.96;3799.546;1166.21;1936.22;10733.67;6892.01;3957.89;2832.08;6024.28;8016.02;2889.26;5644.63;2849.28;7314.69;17490.08;5231.9;5368.86;3273.916;3050.479;21384.49;12231.47;10846.98;896.96
16/03/2010;130.33;69942.2;9758.37;22035.49;1171.44;32723.9;1874.4;2379.02;133303.297;3044.22;3818.271;1159.46;1932.24;10685.98;6874.43;3938.95;2817.94;5970.99;7930.83;2875.89;5620.43;2861.1;7049.93;17383.18;5198.1;5337.86;3203.971;2992.841;21022.93;11940.47;10721.71;885.22
15/03/2010;129.16;69023.75;9631.29;21767.05;1160.54;;;2351.35;131943.656;2998.17;3791.733;1150.51;1920.09;10642.15;6825.1;3890.91;2784.36;5903.56;7851.36;2862.58;5593.85;2866.18;6934.64;17164.99;5128.9;5275.01;3183.183;2976.939;21079.1;11971.49;10751.98;887.45
14/03/2010;;;;;;;;;;;;;;;;;;;;;;2867.77;6877.88;;;;;;;;;
12/03/2010;129.76;69341.38;9663.23;21839.49;1173.58;32578.05;1870.17;2359.97;132612.953;3016.91;3824.492;1149.99;1924.43;10624.69;6836.6;3927.4;2808.57;5945.11;7926.3;2878.68;5625.65;;;17166.62;5137;5287.02;3233.125;3013.412;21209.74;12173.28;10751.26;886.85
11/03/2010;129.34;69884.61;9730.77;21997.51;1187.75;32602.94;1876.72;2332.17;131476.094;3024.56;3816.318;1150.24;1923.81;10611.84;6851.73;3928.95;2808.66;5928.63;7903.34;2871.68;5617.26;2833.36;6816.21;17167.96;5133.4;5288.85;3276.705;3051.282;21228.2;12170.04;10664.95;880.38
10/03/2010;129.22;69979.27;9740.15;22013.93;1186.61;32505.76;1872.25;2332.22;131375.469;3030.72;3813.978;1145.61;1917.35;10567.33;6873.59;3943.55;2818.23;5936.72;7926.49;2882.08;5640.57;2827.37;6818.37;17098.33;5116.25;5277.78;3279.694;3048.927;21208.29;12217.33;10563.92;872.78
09/03/2010;128.61;69576.38;9692.53;21904.94;1178.46;32514.17;1874.02;2319.14;130552.664;3001.3;3792.354;1140.45;1901.38;10564.38;6868.32;3910.01;2794.38;5885.89;7826.63;2862.26;5602.3;2795.03;6854.96;17052.54;5101.5;5267.66;3305.863;3069.141;21207.55;12210.34;10567.65;874.23
08/03/2010;128.54;68575.47;9559.85;21612.66;1168.68;32520.27;1875.25;2308.41;130146.664;2987.46;3798.825;1138.5;1890.89;10552.52;6851.2;3903.54;2791.99;5875.91;7844.88;2864.47;5606.72;2774.37;6854.76;17102.6;5124;5297.23;3286.178;3053.232;21196.87;12202.8;10585.92;876.49
07/03/2010;;;;;;;;;;;;;;;;;;;;;;2747.29;;;;;;;;;;
05/03/2010;128.36;68846.5;9589.35;21678.51;1171.57;32436.53;1863.75;2298.74;129080.344;2987.55;3789.767;1138.7;1888.56;10566.2;6847.78;3910.42;2796.42;5877.36;7853.09;2861.06;5599.76;;;16994.49;5088.7;5265.81;3259.764;3031.065;20787.97;11927.37;10368.96;860.97
04/03/2010;126.66;67814.7;9441.21;21379.91;1170.04;32202;1854.71;2284.26;128222.508;2971.36;3742.166;1122.97;1859.72;10444.14;6804.87;3828.41;2743.15;5795.32;7739.55;2824.7;5527.16;2726.83;6729.23;16971.7;5080.25;5252.02;3250.573;3023.373;20575.78;11775.06;10145.72;846.98
03/03/2010;126.99;67641.34;9428.81;21364.39;1173.54;32353.54;1865.13;2291.32;128370.625;2975.07;3708.907;1118.79;1851.57;10396.76;6813.16;3842.52;2750.55;5817.88;7708.54;2825.27;5533.21;2730.54;6781.63;17000.01;5088.1;5250.64;3335.081;3097.005;20876.79;12048.25;10253.14;853.12
02/03/2010;126.25;67779.16;9429.82;21369.05;1183.22;32055.04;1847.81;2285.72;128038.859;2999.16;3760.392;1118.31;1851.21;10405.98;6820.04;3811.92;2729;5776.56;7651.83;2803.58;5484.06;2724.75;6847.66;16772.56;5017;5177.17;3311.236;3073.108;20906.11;12017.55;10221.84;848.9
01/03/2010;125.53;67227.93;9345.92;21192.89;1174.84;31765.14;1832.62;2265.14;127133.969;2970.93;3782.039;1115.71;1846.4;10403.79;6791.48;3769.54;2699.97;5713.51;7543.85;2764.62;5405.94;2724.56;6842.53;;;;3324.423;3087.842;21056.93;11913.45;10172.06;844.32
28/02/2010;;;;;;;;;;;;;;;;;;;;;;2703.56;6872.82;;;;;;;;;
26/02/2010;124.5;66503.27;9253.32;20994.29;1165.42;31634.54;1819.28;2221.38;124970.086;2986.36;3827.438;1104.49;1818.68;10325.26;6710.99;3708.8;2657.74;5598.46;7393.26;2736.8;5354.52;;;16429.55;4922.3;5079.94;3281.667;3051.943;20608.7;11543.73;10126.03;840.33
25/02/2010;123.6;66121.04;9190.31;20862.35;1154.36;31649.1;1820.08;2211.7;124379.305;2962.57;3787.711;1102.94;1812.91;10321.03;6643.96;3640.77;2610.64;5532.33;7246.82;2698.61;5278.22;2701.51;6846.36;16254.2;4859.75;5014.16;3292.128;3060.618;20399.57;11388.5;10101.96;838.23
24/02/2010;124.12;65794.77;9150.48;20778.51;1153.79;31788.54;1829.41;2292.22;128927.18;2982.56;3814.916;1105.24;1812.51;10374.16;6687.95;3715.68;2659.65;5615.51;7396.95;2732.42;5342.92;2719.32;6805.27;16255.97;4858.6;5014.03;3244.483;3022.177;20467.74;11493.41;10198.83;843.64
23/02/2010;123.5;66108.33;9184.76;20858.05;1158.31;31850.24;1838.04;2296.63;129138.586;3009.7;3817.574;1094.6;1793.82;10282.41;6649.09;3707.06;2653.51;5604.07;7480.13;2721.18;5315.09;2750.27;6885.14;16286.32;4870.05;5020.11;3198.634;2982.575;20623;11619.68;10352.1;854.36
22/02/2010;124.74;67184.16;9337.4;21201.53;1174.11;32034.34;1848.81;2346.73;131841.797;3062.52;3850.741;1108.01;1817.63;10383.38;6687.41;3756.7;2685.82;5688.44;7570.64;2739.47;5352.07;2753.17;6957.34;16237.05;4856.4;5011.65;3233.345;3003.398;20377.27;11519.56;10400.47;857.29
21/02/2010;;;;;;;;;;;;;;;;;;;;;;2754.68;6950.58;;;;;;;;;
19/02/2010;124.76;67597.43;9399.78;21333.36;1178.87;32172.11;1852.24;2334.99;131087.578;3075.85;3845.05;1109.17;1823.32;10402.35;6709.68;3769.54;2693.21;5722.05;7597.39;2741.54;5358.17;;;16191.63;4844.9;5008.54;;;19894.02;11263.83;10123.58;839.32
18/02/2010;124.93;67836.08;9451.83;21446.2;1179.9;32170.79;1847.91;2334.44;130955.297;3079.91;3859.96;1106.75;1823.39;10392.9;6637.29;3747.83;2679.49;5680.41;7599.46;2725.24;5325.09;2766.63;6916.6;16327.84;4887.75;5054.25;;;20422.15;11601.67;10335.69;853.71
17/02/2010;124.7;67284.56;9374.96;21290.82;1173.96;31892.12;1832.78;2320.67;130258.859;3070.81;3860.712;1099.51;1810.86;10309.24;6567.6;3725.21;2663.71;5648.34;7531;2701.93;5276.64;2759.15;6907.67;16428.91;4914;5084.19;;;20534.01;11708.34;10306.83;851.77
16/02/2010;124.24;;;;;31644.77;1818.22;2301.09;129437.539;3052.05;3820.549;1094.87;1802.06;10268.81;6497.66;3669.04;2622.19;5592.12;7386.49;2682.24;5244.06;2729.95;6913.26;16226.68;4855.75;5025.97;;;;;10034.25;835.65
15/02/2010;122.32;;;;;31038.32;1784.16;2276.83;127762.805;3013.94;3767.314;;;;6440.76;3609.22;2582.92;5511.1;7299.91;2644.64;5167.47;2710.73;6906.1;16038.35;4801.95;4970.65;;;;;10013.3;836.24
14/02/2010;;;;;;;;;;;;;;;;;;;;;;2726.48;6901.47;;;;;;;;;
12/02/2010;122.35;65854.97;9180.24;20860.98;1155.09;31005.74;1784.38;2273.41;127325.734;3005.94;3770.769;1075.51;1779.11;10099.14;6416.2;3599.07;2577.13;5500.39;7293.14;2632.83;5142.45;;;;;;3251.278;3018.133;20268.69;11536.36;10092.19;841.03
11/02/2010;122.52;66128.94;9204.8;20926.25;1158.02;30845.63;1777.84;2280.96;127796.375;3035.26;3780.52;1078.47;1775.74;10144.19;6403.42;3616.75;2590.18;5503.93;7344.66;2643.94;5161.48;2744;6931.5;16152.59;4826.85;4999.09;3220.398;2985.499;20290.69;11582.31;;
10/02/2010;121.59;65051.42;9052.75;20593.01;1141.84;30746.05;1771.38;2239.37;125613.68;3000.4;3752.203;1068.13;1749.76;10038.38;6333.99;3635.61;2603.29;5536.37;7353.23;2628.67;5131.99;2725.46;6824.8;15922.17;4757.2;4935.7;3214.13;2982.5;19922.22;11345.64;9963.99;833.84
09/02/2010;121.6;64718.17;8995.14;20469.35;1130.06;30818.48;1777.2;2233.74;125613.953;3009.47;3759.529;1070.52;1753.84;10058.64;6314.75;3612.76;2586.5;5498.26;7289.16;2618.21;5111.84;2719.45;6762.7;16042.18;4792.65;4969.6;3169.19;2948.842;19790.28;11200.33;9932.9;832.21
08/02/2010;120.11;63153.09;8779.68;19989.58;1103.72;30649.44;1766.17;2187.83;123483.016;2965.76;3734.223;1056.74;1734.88;9908.39;6347.14;3607.27;2582.19;5484.85;7246.15;2609.36;5092.33;2704.23;6760.28;15935.61;4760.4;4936.41;3150.988;2935.174;19550.89;10989.19;9951.82;834.59
07/02/2010;;;;;;;;;;;;;;;;;;;;;;2681.66;6728.94;;;;;;;;;
06/02/2010;;;;;;;;;;;;;;;;;;;;;;;;15915.65;4757.25;4932.56;;;;;;
05/02/2010;120.52;62762.7;8746.21;19896.73;1091.28;30630.73;1760.24;2165.15;121970.945;2963.34;3696.244;1066.19;1746.12;10012.23;6264.33;3563.76;2557.24;5434.34;7243.13;2596.72;5060.92;;;15790.93;4718.65;4887.94;3153.087;2939.402;19665.08;11131.78;10057.09;843.39
04/02/2010;122.26;63934.01;8917.01;20289.62;1114.95;30603.71;1758.54;2236.96;125648.984;3030.48;3774.204;1063.11;1732.99;10002.18;6396.51;3689.25;2642.33;5533.24;7458.38;2638.03;5139.31;2705.44;6833.5;16224.95;4845.35;5021.13;3218.802;2995.308;20341.64;11605.88;10355.98;864.2
03/02/2010;125.35;67108.55;9349.82;21234.27;1161.62;31287.04;1803.6;2325.79;129872.477;3098.75;3851.607;1097.28;1784.7;10270.55;6553.8;3793.47;2715.49;5672.09;7675.68;2695.83;5253.15;2723.96;6741.04;16496.05;4931.85;5106.99;3230.715;3003.835;20722.08;11838.72;10404.33;866.61
02/02/2010;126;67163.2;9353.54;21231.16;1156.32;30876.65;1791.11;2342.82;130811.156;3059.95;3853.577;1103.32;1776.92;10296.85;6550.12;3812.13;2728.25;5709.66;7710.94;2711.05;5283.31;2690.87;6641.68;16163.44;4830.1;5004.04;3146.189;2934.713;20272.18;11570.35;10371.09;863
01/02/2010;124.66;66571.73;9286.41;21081.95;1143.02;;;2313.81;128955.547;3033.96;3832.551;1089.19;1760.72;10185.53;6496.33;3762.01;2692.89;5654.48;7578.59;2689.04;5247.41;2665.04;6609.97;16356.03;4899.7;5074.75;3152.707;2941.36;20243.75;11621.64;10205.02;851.56
31/01/2010;;;;;;;;;;;;;;;;;;;;;;2633.37;6558.45;;;;;;;;;
29/01/2010;123.58;65401.77;9135.62;20758;1129.87;30391.61;1758.15;2298.55;127937.148;3043.26;3808.962;1073.87;1741.04;10067.33;6440.72;3739.46;2675.75;5608.79;7505.32;2660.49;5188.52;;;16357.96;4882.05;5050.54;3204.155;2989.292;20121.99;11498.2;10198.04;853.01
28/01/2010;124.66;65587.8;9193.5;20870.99;1123.39;30811.35;1787.37;2293.81;127300.68;3044.4;3774.016;1084.53;1771.1;10120.46;6442.41;3688.79;2642.26;5540.33;7406.04;2640.46;5145.74;2628.17;6591.98;16306.87;4867.25;5031.43;3206.57;2994.143;20356.37;11636.03;10414.29;864.12
27/01/2010;125.36;65069.79;9088.54;20660.46;1130.2;30610.83;1781.05;2306.21;127786.828;3064.05;3782.875;1097.5;1818.9;10236.16;6473.03;3759.8;2685.63;5643.2;7479.51;2672.96;5217.47;2602.01;6502.93;16289.82;4853.1;5007.52;3198.566;2986.607;20033.07;11372.69;10252.08;852.07
26/01/2010;125.75;65523.73;9159.31;20823.6;1140.94;30651.56;1800.37;2309.25;128564.406;3113.02;3809.367;1092.17;1803.86;10194.29;6484.23;3807.04;2716.38;5668.93;7557;2700.86;5276.85;2598.78;6576.11;;;;3242.797;3019.394;20109.33;11410.12;10325.28;859.87
25/01/2010;126.48;;;;;30465.06;1790.56;2321.2;129368.055;3097.61;3802.392;1096.78;1802.39;10196.86;6451.3;3781.85;2700.54;5631.37;7548.98;2694.22;5260.31;2608.46;6710.24;16780.46;5007.9;5175.06;3328.014;3094.411;20598.55;11858.46;10512.69;875.58
24/01/2010;;;;;;;;;;;;;;;;;;;;;;2600.09;6666;;;;;;;;;
22/01/2010;128.52;66220.04;9264.2;21051.16;1151.76;30830.91;1811.03;2331.6;130292.656;3082.58;3774.816;1091.76;1794.82;10172.98;6493.96;3820.78;2724.35;5695.32;7539.33;2714.07;5302.99;;;16859.68;5036;5213.68;3366.197;3128.588;20726.18;11975.65;10590.55;883.06
21/01/2010;128.71;66270.13;9259.23;21042.6;1155.13;31205.3;1839.99;2340.2;131170.953;3075.42;3780.604;1116.48;1850.57;10389.88;6578.95;3862.16;2753.68;5746.97;7647.54;2732.3;5335.1;2636.73;6772.19;17051.14;5094.15;5272.32;3408.574;3158.863;20862.67;11957.83;10868.41;897.37
20/01/2010;130.14;68200.06;9522.33;21614.96;1180.31;32025.34;1882.89;2351.54;132460;3077.26;3813.93;1138.04;1867.95;10603.15;6586.53;3928.95;2798.38;5851.53;7750.3;2771.9;5420.8;2653.78;6794.35;17474.49;5221.7;5405.85;3394.434;3151.85;21286.17;12282.09;10737.52;888.79
19/01/2010;132.15;69908.59;9766.57;22138.31;1200.38;32473.05;1909.27;2388.31;134344.984;3080.71;3814.97;1150.23;1895.48;10725.43;6633.86;4009.67;2849.77;5976.48;7889.91;2815.68;5513.14;2655.57;6803.45;17486.06;5225.65;5414.46;3507.482;3246.874;21677.98;12600.76;10764.9;891.56
18/01/2010;131.56;69400.93;9706.88;21997.97;1192.08;32482.73;1906.37;2371.86;133397.75;3055.84;3802.922;;;;6603.78;3977.46;2829.83;5918.55;7899.21;2807.96;5494.39;2679.5;6754.73;17641.08;5274.85;5463.29;3500.684;3237.098;21460.01;12290.26;10855.08;897.02
17/01/2010;;;;;;;;;;;;;;;;;;;;;;2674.04;6691.11;;;;;;;;;
15/01/2010;131.34;68978.3;9610.61;21809.1;1184.66;32262.3;1895.89;2371.11;133164.734;3037.92;3756.176;1136.03;1864.52;10609.65;6576.02;3954.38;2814.26;5875.97;7846.54;2789.75;5455.37;;;17554.3;5252.2;5436.6;3482.738;3224.152;21654.16;12356.88;10982.1;902.26
14/01/2010;132.66;69801.41;9712.7;22046.74;1195.62;32729.58;1925.94;2381.04;133459.813;3072.2;3782.534;1148.46;1886.52;10710.55;6627.42;4015.77;2852.79;5988.88;7945.23;2809.21;5498.2;2707.2;6854.59;17584.87;5259.9;5443.22;3469.051;3215.55;21716.95;12363.37;10907.68;897.24
13/01/2010;131.48;70385.47;9801.29;22236.79;1205.7;32836.08;1923.99;2338.07;131486.406;3055.82;3760.015;1145.68;1886.13;10680.77;6554.55;4000.86;2841.66;5963.14;7856.01;2798.27;5473.48;2713.64;6834.22;17509.8;5233.95;5416.55;3421.144;3172.658;21748.6;12482.18;10735.03;884.38
12/01/2010;131.67;70075.77;9759.74;22158.28;1201.78;32792.66;1919.68;2270.49;128324.336;3058.39;3740.19;1136.22;1861.79;10627.26;6541.9;4000.05;2840.26;5943;7781.52;2810.72;5498.71;2758.25;6909.56;17422.51;5210.4;5390.36;3534.916;3273.966;22326.64;12967.37;10879.14;892.54
11/01/2010;131.87;70433.48;9806.88;22259.32;1202.22;32935.38;1929.1;2317.74;130891.984;3083.35;3744.167;1146.98;1886.24;10663.99;6592.26;4043.09;2870.82;6040.5;7919.97;2832.47;5538.07;2775.22;7004.68;17526.71;5249.4;5433.86;3482.052;3212.75;22411.52;13119.03;;
10/01/2010;;;;;;;;;;;;;;;;;;;;;;2781.18;7034.81;;;;;;;;;
08/01/2010;131.87;70262.7;9796.49;22226.23;1192.85;32892.04;1945.57;2352.76;132115.359;3070.15;3726.497;1144.98;1892.59;10618.19;6617.88;4045.14;2871.02;6037.61;7903.44;2829.13;5534.24;;;17540.29;5244.75;5418.88;3480.13;3195.997;22296.75;13035.09;10798.32;883.74
07/01/2010;130.81;70451.12;9825.61;22276.16;1188.2;33064.57;1963.51;2389.45;133138.625;3024.89;3681.063;1141.69;1876.72;10606.86;6555.36;4024.8;2856.14;6019.36;7839.07;2823.36;5526.72;2775.5;7037.22;17615.72;5263.1;5434.1;3471.456;3192.776;22269.45;13073.2;10681.66;877.04
06/01/2010;130.83;70729.34;9860.49;22351.13;1192.02;32830.16;1949.84;2362.46;131778.25;2984.25;3639.957;1137.14;1878.42;10573.68;6559.41;4017.67;2851.3;6034.33;7784.41;2823.18;5530.04;2766.53;7031.83;17701.13;5281.8;5458.57;3541.727;3254.215;22416.67;13246.21;10731.45;877.82
05/01/2010;130.87;70239.81;9801.38;22204.59;1179.09;32732.76;1939.98;2401.75;132893.063;2962.7;3624.098;1136.52;1888.43;10572.02;6579.26;4012.91;2846.67;6031.86;7745.43;2818.49;5522.5;2774.5;7006.18;17686.24;5277.9;5448.4;3564.038;3282.179;22279.58;13142.03;10681.83;870.67
04/01/2010;130.58;70045.08;9783.58;22154.41;1182.49;32758.53;1948.79;2384.49;131071.734;2953.88;3620.698;1132.99;1886.7;10583.96;6631.44;4013.97;2844.1;6048.3;7676.65;2806.95;5500.34;2758.09;6958.79;17558.73;5232.2;5392.73;3535.229;3243.76;21823.28;12750.55;10654.79;867.59
03/01/2010;;;;;;;;;;;;;;;;;;;;;;2772.34;7006.8;;;;;;;;;
31/12/2009;128.51;;;;;32120.47;1908.11;2320.73;126569.617;;;1115.1;1860.31;10428.05;;3936.33;2789.32;;;2760.8;5412.88;2743.61;6959.17;17464.81;5201.05;5353.23;3575.684;3277.139;21872.5;12794.13;;
30/12/2009;128.99;68588.41;9562.81;21672.84;1172.88;32448.74;1921.99;2320.73;126569.617;2938.13;3581.418;1126.42;1878.65;10548.51;6545.91;3935.5;2788.17;5957.43;7507.04;2754.18;5397.86;2745.54;6991.05;17343.82;5169.45;5323.91;3558.857;3262.6;21496.62;12530.77;10546.44;859.12
29/12/2009;128.99;68296.04;9536.22;21584.57;1160.14;32626.29;1929.73;2318.39;126635.336;2916.83;3563.181;1126.2;1872.02;10545.41;6608.52;3959.98;2803.69;6011.55;7513.59;2771.75;5437.61;2742.69;7015.57;17401.56;5187.95;5338.53;3500.737;3211.761;21499.44;12644.93;10638.06;866.26
28/12/2009;129.08;67901.7;9467.4;21439.04;1154.4;32610.51;1930.27;2282.58;125608.836;2884.84;3541.455;1127.78;1878.18;10547.08;6591.01;3947.15;2793.07;6002.92;7483.04;;;2727.88;7030.18;;;;3478.433;3188.785;21480.22;12669.52;10634.23;865.43
27/12/2009;;;;;;;;;;;;;;;;;;;;;;2696.05;7029.19;;;;;;;;;
25/12/2009;;;;;;;;;;;;;;;;;;;;;;;;;;;3424.783;3141.353;;;10494.71;858.96
24/12/2009;128.77;;;;;32548.53;1926.26;2249.35;123937.859;2877.53;3529.816;1126.48;1869.84;10520.1;;3912.73;2771.42;;;2752.28;5402.41;2699.07;7045.5;17360.61;5178.4;5329.45;3438.817;3153.41;21517;12673.74;10536.92;862.71
23/12/2009;127.99;67588.86;9428.54;21337.52;1150.73;32450.23;1916.53;2249.35;123937.859;2870.34;3523.459;1120.59;1851.99;10466.44;6579.98;3910.75;2770.77;5957.44;7472.43;2738.25;5372.38;2693.81;7028.66;17231.11;5144.6;5294.9;3336.48;3073.777;21328.74;12528.66;;
22/12/2009;127.48;67417.93;9412.9;21303.27;1144.56;32240.32;1897.04;2241.09;123099.844;2874.72;3514.695;1118.02;1839.51;10464.93;6582.9;3898.38;2762.37;5945.69;7484.31;2717.18;5328.66;2744.47;7068.35;16692;4985.85;5149.6;3305.543;3050.52;21092.04;12349.86;10378.03;853.6
21/12/2009;126.93;65925.19;9231.21;20901.02;1123.85;31799.23;1870.19;2216.4;121296.344;2879.99;3518.574;1114.05;1828.79;10414.14;6504.44;3872.06;2745;5930.53;7454.26;2699.91;5293.99;2727.83;7095.76;16601.2;4952.6;5109.3;3396.622;3122.973;20948.1;12203.17;10183.47;842.59
20/12/2009;;;;;;;;;;;;;;;;;;;;;;2749.08;7132.92;;;;;;;;;
18/12/2009;126.34;66794.2;9361.74;21163.12;1124.7;31834.07;1866.8;2215.45;120579.836;2856.09;3499.067;1102.47;1807.36;10328.89;6464.32;3794.44;2693.76;5831.21;7393.75;2653.36;5196.81;;;16719.83;4987.7;5144.12;3391.735;3113.886;21175.88;12334.82;10142.05;841.26
17/12/2009;126.39;67067.95;9402.02;21233.08;1126.74;31948.41;1875.91;2225.48;121308.977;2852.42;3482.504;1096.08;1778.27;10308.26;6489.23;3830.82;2718.24;5844.44;7404.38;2664.99;5217.61;2774.27;;16894.25;5041.75;5193.75;3480.153;3179.078;21347.63;12501.2;10163.8;842.16
16/12/2009;128.45;68622.4;9617.55;21694.39;1141.78;31956.25;1889.29;2229.65;122061.773;2872.98;3483.107;1109.18;1800.82;10441.12;6532.32;3875.82;2748.57;5903.43;7428.92;2713.09;5320.26;2767.8;7167.69;16912.77;5042.05;5190.32;3560.723;3255.213;21611.74;12691.43;10177.41;843.58
