date,price
2002-07-30,61.797596
2002-07-31,61.170421999999995
2002-08-01,60.200417
2002-08-02,58.946041
2002-08-05,56.90561700000001
2002-08-06,58.452663
2002-08-07,59.330715000000005
2002-08-08,62.132114
2002-08-09,63.093716
2002-08-12,63.01013199999999
2002-08-13,62.541835999999996
2002-08-14,65.644264
2002-08-15,66.522301
2002-08-16,66.505569
2002-08-19,68.152962
2002-08-20,67.32510400000001
2002-08-21,66.798248
2002-08-22,66.82339499999999
2002-08-23,65.477028
2002-08-26,66.68956
2002-08-27,66.146027
2002-08-28,64.45683299999999
2002-08-29,64.70768699999999
2002-08-30,64.640778
2002-09-03,61.672153
2002-09-04,63.135548
2002-09-05,60.953022
2002-09-06,60.493061
2002-09-09,62.132114
2002-09-10,61.387848
2002-09-11,61.621979
2002-09-12,60.375988
2002-09-13,61.044971
2002-09-16,60.710503
2002-09-17,59.263831999999994
2002-09-18,58.879128
2002-09-19,56.153038
2002-09-20,56.328621
2002-09-23,54.91539399999999
2002-09-24,55.450565000000005
2002-09-25,56.403895999999996
2002-09-26,56.897285
2002-09-27,55.300064
2002-09-30,55.216442
2002-10-01,57.240124
2002-10-02,54.815059999999995
2002-10-03,52.599049
2002-10-04,51.888241
2002-10-07,49.780941
2002-10-08,51.511936
2002-10-09,49.571865
2002-10-10,51.077106
2002-10-11,53.686127
2002-10-14,54.60599499999999
2002-10-15,58.536297
2002-10-16,56.863815
2002-10-17,60.610172
2002-10-18,58.996227000000005
2002-10-21,62.466556999999995
2002-10-22,60.626881000000004
2002-10-23,62.106987
2002-10-24,60.72499499999999
2002-10-25,61.973003000000006
2002-10-28,61.629569999999994
2002-10-29,60.616093000000006
2002-10-30,60.607712
2002-10-31,59.971146
2002-11-01,61.520687
2002-11-04,63.62305500000001
2002-11-05,64.276337
2002-11-06,64.117195
2002-11-07,62.02324300000001
2002-11-08,61.210793
2002-11-11,60.121933
2002-11-12,60.364819
2002-11-13,60.71658299999999
2002-11-14,62.81055500000001
2002-11-15,63.028358
2002-11-18,63.170733999999996
2002-11-19,62.885963000000004
2002-11-20,64.837524
2002-11-21,66.964996
2002-11-22,66.261436
2002-11-25,66.169312
2002-11-26,64.351761
2002-11-27,66.70533
2002-11-29,66.060425
2002-12-02,65.985031
2002-12-03,65.750473
2002-12-04,63.94968000000001
2002-12-05,62.358253000000005
2002-12-06,62.40016899999999
2002-12-09,61.520687
2002-12-10,61.981377
2002-12-11,61.537445
2002-12-12,62.173973
2002-12-13,61.227562
2002-12-16,62.425293
2002-12-17,62.559292000000006
2002-12-18,61.730076000000004
2002-12-19,58.882298
2002-12-20,60.188927
2002-12-23,59.175430000000006
2002-12-24,58.103352
2002-12-26,58.355033999999996
2002-12-27,56.987418999999996
2002-12-30,57.171986
2002-12-31,57.138431999999995
2003-01-02,58.438933999999996
2003-01-03,59.05145600000001
2003-01-06,61.249702
2003-01-07,60.998016
2003-01-08,59.504546999999995
2003-01-09,61.853813
2003-01-10,62.860682999999995
2003-01-13,62.441166
2003-01-14,62.67609
2003-01-15,61.677639
2003-01-16,61.769923999999996
2003-01-17,60.897327000000004
2003-01-21,59.57164399999999
2003-01-22,58.942398
2003-01-23,60.343552
2003-01-24,58.116413
2003-01-27,57.486076000000004
2003-01-28,58.032364
2003-01-29,58.41895699999999
2003-01-30,56.645618000000006
2003-01-31,57.233931999999996
2003-02-03,58.200455000000005
2003-02-04,56.746475
2003-02-05,56.654053000000005
2003-02-06,56.015312
2003-02-07,55.216877000000004
2003-02-10,55.250519
2003-02-11,54.670596999999994
2003-02-12,54.040259999999996
2003-02-13,54.561347999999995
2003-02-14,56.05732
2003-02-18,57.149899
2003-02-19,57.343216000000005
2003-02-20,56.931366000000004
2003-02-21,57.570133
2003-02-24,55.637096
2003-02-25,55.96485500000001
2003-02-26,55.872440000000005
2003-02-27,56.88938100000001
2003-02-28,58.36853000000001
2003-03-03,57.166706000000005
2003-03-04,55.208473
2003-03-05,55.721149
